"Gene","Base Mean","log2FC","LFC SE","p-value","FDR","Significant?","Ensembl ID","Symbol","MAP locus","Gene type","Gene description"
"SGMS1",285.38,-0.144,0.289,"5.03e-01","7.45e-01","No","ENSG00000198964","SGMS1","10q11.23","protein-coding","sphingomyelin synthase 1"
"PHIP",2061.968,-0.144,0.29,"5.03e-01","7.45e-01","No","ENSG00000146247","PHIP","6q14.1","protein-coding","pleckstrin homology domain interacting protein"
"DMXL1",1155.786,-0.144,0.292,"5.05e-01","7.46e-01","No","ENSG00000172869","DMXL1","5q23.1","protein-coding","Dmx like 1"
"ENSG00000231160",293.058,-0.144,0.296,"5.11e-01","7.49e-01","No","ENSG00000231160",NA,NA,NA,NA
"HPS3",123.056,-0.144,0.308,"5.21e-01","7.55e-01","No","ENSG00000163755","HPS3","3q24","protein-coding","HPS3 biogenesis of lysosomal organelles complex 2 subunit 1"
"CNOT11",137.002,-0.144,0.309,"5.23e-01","7.57e-01","No","ENSG00000158435","CNOT11","2q11.2","protein-coding","CCR4-NOT transcription complex subunit 11"
"SMDT1",35.849,-0.144,0.349,"5.52e-01","7.76e-01","No","ENSG00000183172","SMDT1","22q13.2","protein-coding","single-pass membrane protein with aspartate rich tail 1"
"FAM43A",25.019,-0.144,0.455,"5.61e-01","7.82e-01","No","ENSG00000185112","FAM43A","3q29","protein-coding","family with sequence similarity 43 member A"
"KCNG1",68.087,-0.144,0.441,"5.66e-01","7.85e-01","No","ENSG00000026559","KCNG1","20q13.13","protein-coding","potassium voltage-gated channel modifier subfamily G member 1"
"SPRED3",109.76,-0.144,0.384,"5.66e-01","7.85e-01","No","ENSG00000188766","SPRED3","19q13.2","protein-coding","sprouty related EVH1 domain containing 3"
"ENSG00000233099",39.079,-0.144,0.39,"5.68e-01","7.87e-01","No","ENSG00000233099",NA,NA,NA,NA
"ZNF888",19.089,-0.144,0.412,"5.70e-01","7.88e-01","No","ENSG00000213793","ZNF888","19q13.41","protein-coding","zinc finger protein 888"
"MACROD2-IT1",22.549,-0.144,0.425,"5.70e-01","7.88e-01","No","ENSG00000227927","MACROD2-IT1","20p12.1","ncRNA","MACROD2 intronic transcript 1"
"ASAH1-AS1",46.883,-0.144,0.415,"5.71e-01","7.88e-01","No","ENSG00000245281","ASAH1-AS1","8p22","ncRNA","ASAH1 antisense RNA 1"
"ANKRD26P4",15.131,-0.144,0.467,"5.57e-01"," NA","No","ENSG00000229427","ANKRD26P4","13q12.3","pseudo","ankyrin repeat domain 26 pseudogene 4"
"ENSG00000225386",8.382,-0.144,0.501,"5.25e-01"," NA","No","ENSG00000225386",NA,NA,NA,NA
"ENSG00000234361",8.9,-0.144,0.451,"5.64e-01"," NA","No","ENSG00000234361",NA,NA,NA,NA
"ENSG00000238186",8.676,-0.144,0.463,"5.59e-01"," NA","No","ENSG00000238186",NA,NA,NA,NA
"ENSG00000285253",12.692,-0.144,0.438,"5.67e-01"," NA","No","ENSG00000285253",NA,NA,NA,NA
"ENSG00000299239",13.34,-0.144,0.498,"5.30e-01"," NA","No","ENSG00000299239",NA,NA,NA,NA
"ENSG00000301169",9.857,-0.144,0.447,"5.65e-01"," NA","No","ENSG00000301169",NA,NA,NA,NA
"ENSG00000301458",8.782,-0.144,0.46,"5.60e-01"," NA","No","ENSG00000301458",NA,NA,NA,NA
"ENSG00000301524",14.798,-0.144,0.445,"5.67e-01"," NA","No","ENSG00000301524",NA,NA,NA,NA
"HTR3E",14.913,-0.144,0.455,"5.61e-01"," NA","No","ENSG00000186038","HTR3E","3q27.1","protein-coding","5-hydroxytryptamine receptor 3E"
"LINC01709",14.762,-0.144,0.496,"5.31e-01"," NA","No","ENSG00000226715","LINC01709","1p21.2","ncRNA","long intergenic non-protein coding RNA 1709"
"LINC03007",12.599,-0.144,0.432,"5.67e-01"," NA","No","ENSG00000223561","LINC03007","7p15.2","ncRNA","long intergenic non-protein coding RNA 3007"
"LOC729558",11.002,-0.144,0.439,"5.68e-01"," NA","No","ENSG00000249690","LOC729558","4q31.3","ncRNA","uncharacterized LOC729558"
"RRS1-DT",17.236,-0.144,0.418,"5.71e-01"," NA","No","ENSG00000246145","RRS1-DT","8q13.1","ncRNA","RRS1 divergent transcript"
"ZNF492",11.707,-0.144,0.468,"5.55e-01"," NA","No","ENSG00000229676","ZNF492","19p12","protein-coding","zinc finger protein 492"
"ZNF813",7.491,-0.144,0.49,"5.40e-01"," NA","No","ENSG00000198346","ZNF813","19q13.42","protein-coding","zinc finger protein 813"
"MARF1",1001.569,-0.145,0.247,"4.44e-01","7.03e-01","No","ENSG00000166783","MARF1","16p13.11","protein-coding","meiosis regulator and mRNA stability factor 1"
"ASXL3",878.768,-0.145,0.256,"4.56e-01","7.12e-01","No","ENSG00000141431","ASXL3","18q12.1","protein-coding","ASXL transcriptional regulator 3"
"ENSG00000224078",38130.888,-0.145,0.266,"4.74e-01","7.25e-01","No","ENSG00000224078",NA,NA,NA,NA
"TUSC3",348.322,-0.145,0.279,"4.87e-01","7.33e-01","No","ENSG00000104723","TUSC3","8p22","protein-coding","tumor suppressor candidate 3"
"PRPF19",675.429,-0.145,0.287,"4.97e-01","7.40e-01","No","ENSG00000110107","PRPF19","11q12.2","protein-coding","pre-mRNA processing factor 19"
"EIF2AK3",344.943,-0.145,0.294,"5.05e-01","7.46e-01","No","ENSG00000172071","EIF2AK3","2p11.2","protein-coding","eukaryotic translation initiation factor 2 alpha kinase 3"
"SPATA7",291.226,-0.145,0.297,"5.07e-01","7.47e-01","No","ENSG00000042317","SPATA7","14q31.3","protein-coding","spermatogenesis associated 7"
"GAS7",2897.52,-0.145,0.311,"5.20e-01","7.55e-01","No","ENSG00000007237","GAS7","17p13.1","protein-coding","growth arrest specific 7"
"FASTKD2",812.326,-0.145,0.309,"5.21e-01","7.56e-01","No","ENSG00000118246","FASTKD2","2q33.3","protein-coding","FAST kinase domains 2"
"PLEKHG1",86.482,-0.145,0.312,"5.24e-01","7.57e-01","No","ENSG00000120278","PLEKHG1","6q25.1","protein-coding","pleckstrin homology and RhoGEF domain containing G1"
"ENSG00000236255",92.018,-0.145,0.312,"5.24e-01","7.57e-01","No","ENSG00000236255",NA,NA,NA,NA
"MFF-DT",76.833,-0.145,0.332,"5.37e-01","7.66e-01","No","ENSG00000236432","MFF-DT","2q36.3","ncRNA","MFF divergent transcript"
"TAS2R13",81.077,-0.145,0.338,"5.41e-01","7.68e-01","No","ENSG00000212128","TAS2R13","12p13.2","protein-coding","taste 2 receptor member 13"
"MRPS18B",56.688,-0.145,0.337,"5.43e-01","7.69e-01","No","ENSG00000204568","MRPS18B","6p21.33","protein-coding","mitochondrial ribosomal protein S18B"
"ENSG00000290989",407.166,-0.145,0.346,"5.48e-01","7.73e-01","No","ENSG00000290989",NA,NA,NA,NA
"GTPBP8",85.457,-0.145,0.362,"5.56e-01","7.79e-01","No","ENSG00000163607","GTPBP8","3q13.2","protein-coding","GTP binding protein 8 (putative)"
"ENSG00000259378",32.751,-0.145,0.368,"5.57e-01","7.79e-01","No","ENSG00000259378",NA,NA,NA,NA
"ENSG00000303946",34.839,-0.145,0.369,"5.58e-01","7.80e-01","No","ENSG00000303946",NA,NA,NA,NA
"MOCS3",51.53,-0.145,0.371,"5.60e-01","7.81e-01","No","ENSG00000124217","MOCS3","20q13.13","protein-coding","molybdenum cofactor synthesis 3"
"ENSG00000285926",22.406,-0.145,0.378,"5.61e-01","7.82e-01","No","ENSG00000285926",NA,NA,NA,NA
"ENSG00000288983",18.765,-0.145,0.441,"5.64e-01","7.84e-01","No","ENSG00000288983",NA,NA,NA,NA
"ENSG00000287888",22.556,-0.145,0.404,"5.66e-01","7.85e-01","No","ENSG00000287888",NA,NA,NA,NA
"ENSG00000230237",14.517,-0.145,0.46,"5.56e-01"," NA","No","ENSG00000230237",NA,NA,NA,NA
"ENSG00000240591",17.393,-0.145,0.409,"5.66e-01"," NA","No","ENSG00000240591",NA,NA,NA,NA
"ENSG00000254263",8.993,-0.145,0.473,"5.49e-01"," NA","No","ENSG00000254263",NA,NA,NA,NA
"ENSG00000270690",12.639,-0.145,0.42,"5.67e-01"," NA","No","ENSG00000270690",NA,NA,NA,NA
"ENSG00000285130",12.214,-0.145,0.423,"5.66e-01"," NA","No","ENSG00000285130",NA,NA,NA,NA
"PCBP1",12.091,-0.145,0.478,"5.45e-01"," NA","No","ENSG00000169564","PCBP1","2p13.3","protein-coding","poly(rC) binding protein 1"
"RN7SL582P",8.428,-0.145,0.473,"5.50e-01"," NA","No","ENSG00000241156","RN7SL582P","3q13.31","pseudo","RNA, 7SL, cytoplasmic 582, pseudogene"
"TSPAN6",12.295,-0.145,0.465,"5.55e-01"," NA","No","ENSG00000000003","TSPAN6","Xq22.1","protein-coding","tetraspanin 6"
"FRY",2263.028,-0.146,0.244,"4.36e-01","6.96e-01","No","ENSG00000073910","FRY","13q13.1","protein-coding","FRY microtubule binding protein"
"XPO7",603.842,-0.146,0.254,"4.49e-01","7.06e-01","No","ENSG00000130227","XPO7","8p21.3","protein-coding","exportin 7"
"IBTK",996.425,-0.146,0.261,"4.61e-01","7.16e-01","No","ENSG00000005700","IBTK","6q14.1","protein-coding","inhibitor of Bruton tyrosine kinase"
"UBR2",1541.418,-0.146,0.264,"4.66e-01","7.20e-01","No","ENSG00000024048","UBR2","6p21.1","protein-coding","ubiquitin protein ligase E3 component n-recognin 2"
"ROCK2",2170.476,-0.146,0.265,"4.66e-01","7.20e-01","No","ENSG00000134318","ROCK2","2p25.1","protein-coding","Rho associated coiled-coil containing protein kinase 2"
"SLC44A1",709.337,-0.146,0.264,"4.66e-01","7.20e-01","No","ENSG00000070214","SLC44A1","9q31.1-q31.2","protein-coding","solute carrier family 44 member 1"
"TTC1",721.99,-0.146,0.269,"4.71e-01","7.23e-01","No","ENSG00000113312","TTC1","5q33.3","protein-coding","tetratricopeptide repeat domain 1"
"PRKACA",442.257,-0.146,0.285,"4.93e-01","7.38e-01","No","ENSG00000072062","PRKACA","19p13.12","protein-coding","protein kinase cAMP-activated catalytic subunit alpha"
"DPY19L3",292.667,-0.146,0.296,"5.05e-01","7.46e-01","No","ENSG00000178904","DPY19L3","19q13.11","protein-coding","dpy-19 like C-mannosyltransferase 3"
"SUPT20H",283.945,-0.146,0.299,"5.08e-01","7.48e-01","No","ENSG00000102710","SUPT20H","13q13.3","protein-coding","SPT20 homolog, SAGA complex component"
"ZNF721",983.682,-0.146,0.301,"5.11e-01","7.49e-01","No","ENSG00000182903","ZNF721","4p16.3","protein-coding","zinc finger protein 721"
"ZNF436",165.788,-0.146,0.312,"5.19e-01","7.55e-01","No","ENSG00000125945","ZNF436","1p36.12","protein-coding","zinc finger protein 436"
"SLC25A11",108.325,-0.146,0.313,"5.22e-01","7.56e-01","No","ENSG00000108528","SLC25A11","17p13.2","protein-coding","solute carrier family 25 member 11"
"GPAM",127.093,-0.146,0.316,"5.22e-01","7.56e-01","No","ENSG00000119927","GPAM","10q25.2","protein-coding","glycerol-3-phosphate acyltransferase, mitochondrial"
"DCUN1D3",111.458,-0.146,0.321,"5.26e-01","7.59e-01","No","ENSG00000188215","DCUN1D3","16p12.3","protein-coding","defective in cullin neddylation 1 domain containing 3"
"ENSG00000235859",67.321,-0.146,0.323,"5.29e-01","7.60e-01","No","ENSG00000235859",NA,NA,NA,NA
"RBMS2",80.054,-0.146,0.324,"5.29e-01","7.60e-01","No","ENSG00000076067","RBMS2","12q13.3","protein-coding","RNA binding motif single stranded interacting protein 2"
"ANKDD1B",51.826,-0.146,0.329,"5.33e-01","7.63e-01","No","ENSG00000189045","ANKDD1B","5q13.3","protein-coding","ankyrin repeat and death domain containing 1B"
"MRPL13",45.7,-0.146,0.337,"5.39e-01","7.67e-01","No","ENSG00000172172","MRPL13","8q24.12","protein-coding","mitochondrial ribosomal protein L13"
"SNORD69",32.463,-0.146,0.473,"5.48e-01","7.73e-01","No","ENSG00000212452","SNORD69","3p21.1","snoRNA","small nucleolar RNA, C/D box 69"
"FAM110C",57.476,-0.146,0.352,"5.49e-01","7.73e-01","No","ENSG00000184731","FAM110C","2p25.3","protein-coding","family with sequence similarity 110 member C"
"JTB",27.454,-0.146,0.366,"5.55e-01","7.79e-01","No","ENSG00000143543","JTB","1q21.3","protein-coding","jumping translocation breakpoint"
"ZNF428",31.571,-0.146,0.367,"5.56e-01","7.79e-01","No","ENSG00000131116","ZNF428","19q13.31","protein-coding","zinc finger protein 428"
"ENSG00000272279",18.86,-0.146,0.448,"5.60e-01","7.81e-01","No","ENSG00000272279",NA,NA,NA,NA
"ENSG00000305505",30.07,-0.146,0.444,"5.60e-01","7.81e-01","No","ENSG00000305505",NA,NA,NA,NA
"CHRM3-AS1",48.766,-0.146,0.386,"5.60e-01","7.81e-01","No","ENSG00000234601","CHRM3-AS1","1q43","ncRNA","CHRM3 antisense RNA 1"
"ENSG00000234281",39.96,-0.146,0.4,"5.63e-01","7.82e-01","No","ENSG00000234281",NA,NA,NA,NA
"LINC00290",32.508,-0.146,0.407,"5.63e-01","7.83e-01","No","ENSG00000248197","LINC00290","4q34.3","ncRNA","long intergenic non-protein coding RNA 290"
"ENSG00000254787",38.275,-0.146,0.413,"5.65e-01","7.84e-01","No","ENSG00000254787",NA,NA,NA,NA
"CMTM8",15.949,-0.146,0.437,"5.63e-01"," NA","No","ENSG00000170293","CMTM8","3p22.3","protein-coding","CKLF like MARVEL transmembrane domain containing 8"
"ENSG00000259020",8.239,-0.146,0.477,"5.44e-01"," NA","No","ENSG00000259020",NA,NA,NA,NA
"ENSG00000260526",6.835,-0.146,0.486,"5.37e-01"," NA","No","ENSG00000260526",NA,NA,NA,NA
"ENSG00000294211",12.594,-0.146,0.425,"5.64e-01"," NA","No","ENSG00000294211",NA,NA,NA,NA
"ENSG00000299337",16.472,-0.146,0.433,"5.64e-01"," NA","No","ENSG00000299337",NA,NA,NA,NA
"ENSG00000309850",10.834,-0.146,0.476,"5.45e-01"," NA","No","ENSG00000309850",NA,NA,NA,NA
"OR13D3P",17.385,-0.146,0.431,"5.63e-01"," NA","No","ENSG00000188712","OR13D3P","9q31.1","pseudo","olfactory receptor family 13 subfamily D member 3 pseudogene"
"TMEM274P",16.276,-0.146,0.428,"5.64e-01"," NA","No","ENSG00000283611","TMEM274P","1p36.22","pseudo","transmembrane protein 274, pseudogene"
"BACE1",317.528,-0.147,0.285,"4.91e-01","7.36e-01","No","ENSG00000186318","BACE1","11q23.3","protein-coding","beta-secretase 1"
"EXTL3",581.977,-0.147,0.298,"5.04e-01","7.45e-01","No","ENSG00000012232","EXTL3","8p21.1","protein-coding","exostosin like glycosyltransferase 3"
"SLC6A17",733.997,-0.147,0.3,"5.07e-01","7.47e-01","No","ENSG00000197106","SLC6A17","1p13.3","protein-coding","solute carrier family 6 member 17"
"RMND1",223.167,-0.147,0.305,"5.09e-01","7.48e-01","No","ENSG00000155906","RMND1","6q25.1","protein-coding","required for meiotic nuclear division 1 homolog"
"CMC2",293.132,-0.147,0.322,"5.24e-01","7.57e-01","No","ENSG00000103121","CMC2","16q23.2","protein-coding","C-X9-C motif containing 2"
"COL25A1",144.863,-0.147,0.322,"5.26e-01","7.59e-01","No","ENSG00000188517","COL25A1","4q25","protein-coding","collagen type XXV alpha 1 chain"
"LOC107986524",101.583,-0.147,0.324,"5.27e-01","7.59e-01","No","ENSG00000286339","LOC107986524","6q22.31","ncRNA","uncharacterized LOC107986524"
"ENSG00000272356",82.545,-0.147,0.326,"5.28e-01","7.60e-01","No","ENSG00000272356",NA,NA,NA,NA
"MANBA",277.403,-0.147,0.328,"5.29e-01","7.60e-01","No","ENSG00000109323","MANBA","4q24","protein-coding","mannosidase beta"
"NOL7",146.99,-0.147,0.355,"5.46e-01","7.72e-01","No","ENSG00000225921","NOL7","6p23","protein-coding","nucleolar protein 7"
"ENSG00000287044",66.855,-0.147,0.358,"5.48e-01","7.73e-01","No","ENSG00000287044",NA,NA,NA,NA
"MRPL14",28.522,-0.147,0.367,"5.51e-01","7.75e-01","No","ENSG00000180992","MRPL14","6p21.1","protein-coding","mitochondrial ribosomal protein L14"
"ENSG00000272631",45.313,-0.147,0.362,"5.51e-01","7.75e-01","No","ENSG00000272631",NA,NA,NA,NA
"TRIB2",147.18,-0.147,0.376,"5.55e-01","7.78e-01","No","ENSG00000071575","TRIB2","2p24.3","protein-coding","tribbles pseudokinase 2"
"PIGW",25.069,-0.147,0.448,"5.56e-01","7.79e-01","No","ENSG00000277161","PIGW","17q12","protein-coding","phosphatidylinositol glycan anchor biosynthesis class W"
"ENSG00000277534",194.056,-0.147,0.387,"5.58e-01","7.80e-01","No","ENSG00000277534",NA,NA,NA,NA
"LOC613266",19.67,-0.147,0.39,"5.59e-01","7.81e-01","No","ENSG00000286546","LOC613266","20p12.1","ncRNA","uncharacterized LOC613266"
"ENSG00000231859",19.058,-0.147,0.44,"5.60e-01","7.81e-01","No","ENSG00000231859",NA,NA,NA,NA
"HSPA8P1",19.203,-0.147,0.391,"5.60e-01","7.81e-01","No","ENSG00000234176","HSPA8P1","Xq24","pseudo","heat shock protein family A (Hsp70) member 8 pseudogene 1"
"ARHGEF9-IT1",21.912,-0.147,0.409,"5.61e-01","7.82e-01","No","ENSG00000231729","ARHGEF9-IT1","Xq11.1","ncRNA","ARHGEF9 intronic transcript 1"
"RELL1",25.166,-0.147,0.412,"5.61e-01","7.82e-01","No","ENSG00000181826","RELL1","4p14","protein-coding","RELT like 1"
"ENSG00000301677",75.262,-0.147,0.398,"5.62e-01","7.82e-01","No","ENSG00000301677",NA,NA,NA,NA
"C4BPA",20.254,-0.147,0.405,"5.62e-01","7.82e-01","No","ENSG00000123838","C4BPA","1q32.2","protein-coding","complement component 4 binding protein alpha"
"ENSG00000233423",9.752,-0.147,0.476,"5.41e-01"," NA","No","ENSG00000233423",NA,NA,NA,NA
"ENSG00000262020",12.277,-0.147,0.471,"5.46e-01"," NA","No","ENSG00000262020",NA,NA,NA,NA
"ENSG00000276957",10.102,-0.147,0.443,"5.58e-01"," NA","No","ENSG00000276957",NA,NA,NA,NA
"ENSG00000285530",11.63,-0.147,0.468,"5.48e-01"," NA","No","ENSG00000285530",NA,NA,NA,NA
"ENSG00000290011",17.13,-0.147,0.449,"5.57e-01"," NA","No","ENSG00000290011",NA,NA,NA,NA
"ENSG00000303887",14.072,-0.147,0.438,"5.59e-01"," NA","No","ENSG00000303887",NA,NA,NA,NA
"HCP5B",12.368,-0.147,0.458,"5.54e-01"," NA","No","ENSG00000281831","HCP5B","6p22.1","ncRNA","HLA complex P5B"
"HNRNPA2B1",3930.398,-0.148,0.243,"4.28e-01","6.91e-01","No","ENSG00000122566","HNRNPA2B1","7p15.2","protein-coding","heterogeneous nuclear ribonucleoprotein A2/B1"
"ZNF160",529.099,-0.148,0.266,"4.63e-01","7.17e-01","No","ENSG00000170949","ZNF160","19q13.41-q13.42","protein-coding","zinc finger protein 160"
"GNAI3",434.138,-0.148,0.277,"4.77e-01","7.27e-01","No","ENSG00000065135","GNAI3","1p13.3","protein-coding","G protein subunit alpha i3"
"YY1",487.817,-0.148,0.286,"4.87e-01","7.33e-01","No","ENSG00000100811","YY1","14q32.2","protein-coding","YY1 transcription factor"
"ZNF430",130.008,-0.148,0.286,"4.87e-01","7.33e-01","No","ENSG00000118620","ZNF430","19p12","protein-coding","zinc finger protein 430"
"SMURF2",201.981,-0.148,0.304,"5.08e-01","7.48e-01","No","ENSG00000108854","SMURF2","17q23.3-q24.1","protein-coding","SMAD specific E3 ubiquitin protein ligase 2"
"ENSG00000285704",74.397,-0.148,0.32,"5.22e-01","7.56e-01","No","ENSG00000285704",NA,NA,NA,NA
"ENSG00000228663",63.143,-0.148,0.329,"5.27e-01","7.59e-01","No","ENSG00000228663",NA,NA,NA,NA
"ENSG00000261823",23.174,-0.148,0.477,"5.38e-01","7.66e-01","No","ENSG00000261823",NA,NA,NA,NA
"ENSG00000246851",32.671,-0.148,0.348,"5.41e-01","7.68e-01","No","ENSG00000246851",NA,NA,NA,NA
"GPX3",45.899,-0.148,0.353,"5.44e-01","7.70e-01","No","ENSG00000211445","GPX3","5q33.1","protein-coding","glutathione peroxidase 3"
"ENSG00000289207",39.118,-0.148,0.366,"5.49e-01","7.73e-01","No","ENSG00000289207",NA,NA,NA,NA
"SESN2",56.384,-0.148,0.372,"5.52e-01","7.76e-01","No","ENSG00000130766","SESN2","1p35.3","protein-coding","sestrin 2"
"ENSG00000290089",88.431,-0.148,0.378,"5.53e-01","7.77e-01","No","ENSG00000290089",NA,NA,NA,NA
"IMMP1L",41.336,-0.148,0.381,"5.54e-01","7.78e-01","No","ENSG00000148950","IMMP1L","11p13","protein-coding","inner mitochondrial membrane peptidase subunit 1"
"ENSG00000289433",127.284,-0.148,0.39,"5.56e-01","7.79e-01","No","ENSG00000289433",NA,NA,NA,NA
"ENSG00000295309",38.458,-0.148,0.388,"5.56e-01","7.79e-01","No","ENSG00000295309",NA,NA,NA,NA
"HCP5",86.78,-0.148,0.434,"5.57e-01","7.80e-01","No","ENSG00000206337","HCP5","6p21.33","ncRNA","HLA complex P5"
"GAR1",25.162,-0.148,0.409,"5.58e-01","7.80e-01","No","ENSG00000109534","GAR1","4q25","protein-coding","GAR1 ribonucleoprotein"
"ENSG00000285737",36.083,-0.148,0.397,"5.58e-01","7.80e-01","No","ENSG00000285737",NA,NA,NA,NA
"LOC101928834",18.156,-0.148,0.399,"5.59e-01","7.80e-01","No","ENSG00000233968","LOC101928834","10p12.31","ncRNA","uncharacterized LOC101928834"
"RDH14",24.24,-0.148,0.428,"5.59e-01","7.81e-01","No","ENSG00000240857","RDH14","2p24.2","protein-coding","retinol dehydrogenase 14"
"ENSG00000255232",10.531,-0.148,0.445,"5.56e-01"," NA","No","ENSG00000255232",NA,NA,NA,NA
"ENSG00000284932",6.281,-0.148,0.494,"5.23e-01"," NA","No","ENSG00000284932",NA,NA,NA,NA
"ENSG00000294809",14.264,-0.148,0.442,"5.55e-01"," NA","No","ENSG00000294809",NA,NA,NA,NA
"ENSG00000295151",9.716,-0.148,0.466,"5.46e-01"," NA","No","ENSG00000295151",NA,NA,NA,NA
"ENSG00000301438",11.138,-0.148,0.445,"5.54e-01"," NA","No","ENSG00000301438",NA,NA,NA,NA
"ENSG00000301904",14.086,-0.148,0.488,"5.31e-01"," NA","No","ENSG00000301904",NA,NA,NA,NA
"MTATP6P26",10.573,-0.148,0.45,"5.54e-01"," NA","No","ENSG00000236878","MTATP6P26","2q14.2","pseudo","MT-ATP6 pseudogene 26"
"PSMD14",225.99,-0.149,0.271,"4.68e-01","7.21e-01","No","ENSG00000115233","PSMD14","2q24.2","protein-coding","proteasome 26S subunit, non-ATPase 14"
"CCDC127",155.601,-0.149,0.273,"4.69e-01","7.21e-01","No","ENSG00000164366","CCDC127","5p15.33","protein-coding","coiled-coil domain containing 127"
"SLC35E3",788.029,-0.149,0.294,"4.93e-01","7.38e-01","No","ENSG00000175782","SLC35E3","12q15","protein-coding","solute carrier family 35 member E3"
"SLC35G2",84.314,-0.149,0.298,"4.99e-01","7.42e-01","No","ENSG00000168917","SLC35G2","3q22.3","protein-coding","solute carrier family 35 member G2"
"PGM3",513.357,-0.149,0.304,"5.06e-01","7.47e-01","No","ENSG00000013375","PGM3","6q14.1","protein-coding","phosphoglucomutase 3"
"ZNF157",41.339,-0.149,0.329,"5.24e-01","7.58e-01","No","ENSG00000147117","ZNF157","Xp11.3","protein-coding","zinc finger protein 157"
"ENSG00000286545",213.505,-0.149,0.346,"5.37e-01","7.65e-01","No","ENSG00000286545",NA,NA,NA,NA
"ATRAID",42.325,-0.149,0.36,"5.42e-01","7.69e-01","No","ENSG00000138085","ATRAID","2p23.3","protein-coding","all-trans retinoic acid induced differentiation factor"
"ENSG00000289727",39.233,-0.149,0.357,"5.43e-01","7.69e-01","No","ENSG00000289727",NA,NA,NA,NA
"ENSG00000253420",19.793,-0.149,0.447,"5.51e-01","7.75e-01","No","ENSG00000253420",NA,NA,NA,NA
"ENSG00000248554",71.88,-0.149,0.382,"5.51e-01","7.76e-01","No","ENSG00000248554",NA,NA,NA,NA
"ENSG00000253516",55.358,-0.149,0.381,"5.52e-01","7.76e-01","No","ENSG00000253516",NA,NA,NA,NA
"LINC02347",116.746,-0.149,0.383,"5.52e-01","7.76e-01","No","ENSG00000214043","LINC02347","12q24.32","ncRNA","long intergenic non-protein coding RNA 2347"
"COMMD3",24.538,-0.149,0.393,"5.53e-01","7.77e-01","No","ENSG00000148444","COMMD3","10p12.2","protein-coding","COMM domain containing 3"
"ENSG00000290399",33.944,-0.149,0.386,"5.53e-01","7.77e-01","No","ENSG00000290399",NA,NA,NA,NA
